CODIGO_DO_FUNDO;SETOR;PRECO_ATUAL;LIQUIDEZ_DIARIA;DIVIDENDO;DIVIDEND_YIELD;DY_(3M)_ACUMULADO;DY_(6M)_ACUMULADO;DY_(12M)_ACUMULADO;DY_(3M)_MEDIA;DY_(6M)_MEDIA;DY_(12M)_MEDIA;DY_ANO;VARIACAO_PRECO;RENTAB._PERIODO;RENTAB._ACUMULADA;PATRIMONIO_LIQ.;VPA;P/VPA;DY_PATRIMONIAL;VARIACAO_PATRIMONIAL;RENTAB._PATR._NO_PERIODO;RENTAB._PATR._ACUMULADA;VACANCIA_FISICA;VACANCIA_FINANCEIRA;QUANTIDADE_ATIVOS
FIVN11;Shoppings;3.49;6466;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;65491905.42;6.96;0.50;;;;;56.00;;1
BZLI11;Títulos e Val Mob;16.01;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.68;0.68;1.14;433169275.63;10.54;1.52;;;;;;;0
XTED11;Lajes Corporativas;8.80;3271;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.10;1.10;-37.83;27744771.31;13.29;0.66;;;;;0.00;100.00;1
ALMI11;Lajes Corporativas;916.02;121;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.27;2.27;-28.29;250321687.81;2251.56;0.41;;;;;64.05;;1
PABY11;Híbrido;23.37;3237;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-19.84;-19.84;-31.62;-11662557.74;-15.38;-1.52;;;;;;;1
ORPD11;Títulos e Val Mob;93.00;3;1.38;;;;;;;;;;;;43104334.23;148.64;0.63;;;;;;;0
GSFI11;Shoppings;5.00;334;0.00;0.03;0.03;0.03;0.03;0.01;0.00;0.00;0.03;0.00;0.03;0.03;119966356.27;13.56;0.37;;;;;10.30;;10
NEWU11;Lajes Corporativas;40.63;100;0.00;0.00;0.00;0.56;16.63;0.00;0.09;1.39;0.61;-4.04;-4.04;-31.62;48318961.55;65.12;0.62;;;;;63.20;;3
PRSV11;Lajes Corporativas;142.00;14;1.62;0.42;1.53;2.91;5.95;0.51;0.48;0.50;4.46;5.30;5.74;-11.25;47509273.51;243.64;0.58;;;;;40.90;;2
FAMB11B;Lajes Corporativas;773.00;2817;9.16;0.56;2.17;4.78;10.43;0.72;0.80;0.87;8.82;-47.80;-47.51;-47.80;317894808.56;333.35;0.25;;;;;100.00;;1
FMOF11;Lajes Corporativas;56.45;57;0.64;;;;;;;;;;;;62366731.90;122.77;0.46;;;;;52.08;;1
HGRS11;Residencial;10.03;9639;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.05;50319;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.03;78020;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.04;89910;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.04;109262;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.03;85924;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.08;121381;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.00;175712;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
HGRS11;Residencial;10.14;160602;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;151997914.38;101.81;0.10;;;;;;;0
KNRE11;Residencial;0.95;439;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21539531.71;1.16;0.82;;;;;;;0
RBDS11;Residencial;2.77;15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2594371.61;20.51;0.14;;;;;;;0
WTSP11B;Híbrido;43.49;1;0.32;0.76;2.57;4.67;6.85;0.86;0.78;0.57;0.76;0.00;0.76;0.76;82363484.34;82.98;0.52;;;;;;;0
OULG11;Outros;44.41;1362;0.17;0.38;1.14;3.40;8.03;0.38;0.57;0.67;1.50;3.09;3.48;-3.91;181728876.23;73.24;0.61;;;;;0.00;;2
VXXV11;Outros;938.00;906;10.76;;;;;;;;;;;;236923610.69;896.76;1.05;;;;;;;0
BICE11;Títulos e Val Mob;950.00;26;5.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;20801358.88;987.20;0.96;;;;;;;0
HRDF11;Híbrido;1.00;37;6.80;;;;;;;;;;;;8562301.98;1.13;0.89;;;;;;;0
CJCT11;Lajes Corporativas;70.00;4;0.00;;;;;;;;;;;;245610921.27;85.58;0.82;;;;;59.00;;1
LFTT11;Residencial;82.50;1099;0.75;;;;;;;;;;;;35076443.31;47.37;1.74;;;;;;;0
CTXT11;Lajes Corporativas;12.52;98;0.09;0.39;0.78;1.36;5.53;0.26;0.23;0.46;1.36;-2.58;-2.20;-39.31;114700976.77;39.51;0.32;;;;;97.00;;1
SRVD11;Títulos e Val Mob;8.77;1;0.10;1.01;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;1.01;1.01;71523940.84;0.74;11.81;;;;;;;0
RBIR11;Residencial;65.11;477;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;146580170.57;95.89;0.68;;;;;;;0
CARE11;Híbrido;3.55;1480;0.00;0.23;0.66;1.36;1.60;0.22;0.23;0.13;1.36;-2.63;-2.41;5.65;291927750.90;8.16;0.43;;;;;;;0
RBGS11;Shoppings;28.45;5157;0.18;0.62;1.59;2.73;5.12;0.53;0.46;0.43;5.12;-1.90;-1.29;-28.71;97865283.71;90.78;0.31;0.18;0.00;0.18;1.17;13.00;;1
IBFF11;Títulos e Val Mob;3.08;2400;0.30;0.44;2.01;4.58;9.52;0.67;0.76;0.79;5.42;7.50;7.98;19.59;9855905.16;14.78;0.21;;;;;;;0
IBFF11;Títulos e Val Mob;3.08;1300;0.30;0.44;2.01;4.58;9.52;0.67;0.76;0.79;5.42;7.50;7.98;19.59;9855905.16;14.78;0.21;;;;;;;0
YUFI11B;Residencial;96.00;11;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.91;;;;;;;0
YUFI11B;Residencial;95.99;2645;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.91;;;;;;;0
YUFI11B;Residencial;95.48;6092;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.91;;;;;;;0
YUFI11B;Residencial;95.10;5394;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.90;;;;;;;0
YUFI11B;Residencial;95.42;2129;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.90;;;;;;;0
YUFI11B;Residencial;95.44;2060;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.90;;;;;;;0
YUFI11B;Residencial;95.38;2455;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.90;;;;;;;0
YUFI11B;Residencial;95.41;3382;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.90;;;;;;;0
YUFI11B;Residencial;95.60;4351;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;41676929.76;105.47;0.91;;;;;;;0
CORM11;Híbrido;99.21;312;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.38;27987;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.51;14665;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.53;17830;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.51;13839;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.54;16131;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.50;13368;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.31;21429;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
CORM11;Híbrido;99.42;20270;0.77;0.90;2.76;5.35;11.38;0.92;0.89;0.95;6.20;-2.97;-2.10;-4.27;92123992.72;90.56;1.10;0.89;-2.33;-1.45;0.21;;;0
ERCR11;Híbrido;89.10;177;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
ERCR11;Híbrido;89.20;4779;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
ERCR11;Híbrido;88.55;2738;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
ERCR11;Híbrido;89.31;2315;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
ERCR11;Híbrido;88.83;6123;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
ERCR11;Híbrido;88.66;2350;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
ERCR11;Híbrido;88.30;9724;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
ERCR11;Híbrido;88.24;3488;783.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;164681982.75;69310.60;0.00;;;;;;;0
QIRI11;Títulos e Val Mob;3.90;1100;0.66;0.86;2.85;5.44;9.60;0.95;0.91;0.80;7.00;6.81;7.72;-8.39;13441852.95;89.61;0.04;;;;;;;0
QIRI11;Títulos e Val Mob;3.99;5400;0.66;0.86;2.85;5.44;9.60;0.95;0.91;0.80;7.00;6.81;7.72;-8.39;13441852.95;89.61;0.04;;;;;;;0
QIRI11;Títulos e Val Mob;4.13;900;0.66;0.86;2.85;5.44;9.60;0.95;0.91;0.80;7.00;6.81;7.72;-8.39;13441852.95;89.61;0.05;;;;;;;0
QIRI11;Títulos e Val Mob;4.11;2600;0.66;0.86;2.85;5.44;9.60;0.95;0.91;0.80;7.00;6.81;7.72;-8.39;13441852.95;89.61;0.05;;;;;;;0
QIRI11;Títulos e Val Mob;4.23;10700;0.66;0.86;2.85;5.44;9.60;0.95;0.91;0.80;7.00;6.81;7.72;-8.39;13441852.95;89.61;0.05;;;;;;;0
QIRI11;Títulos e Val Mob;3.85;13300;0.66;0.86;2.85;5.44;9.60;0.95;0.91;0.80;7.00;6.81;7.72;-8.39;13441852.95;89.61;0.04;;;;;;;0
QIRI11;Títulos e Val Mob;4.10;9700;0.66;0.86;2.85;5.44;9.60;0.95;0.91;0.80;7.00;6.81;7.72;-8.39;13441852.95;89.61;0.05;;;;;;;0
ALZR11;Logística;115.27;7793;0.80;0.67;6.16;8.19;12.05;2.05;1.37;1.00;10.18;1.32;2.00;13.09;740550891.02;106.97;1.08;;;;;0.00;;15
BPML11;Shoppings;66.78;9;0.30;0.44;0.96;2.54;0.00;0.32;0.42;0.00;1.93;0.00;0.44;2.27;532814253.64;123.76;0.54;0.24;-0.77;-0.53;-0.56;5.80;;7
XPML11;Shoppings;101.20;27131;0.75;0.72;2.10;4.25;8.26;0.70;0.71;0.69;6.25;0.28;1.00;18.18;1904472618.71;101.94;0.99;;;;;3.90;;16
FCFL11;Outros;114.70;1776;0.76;0.62;2.07;4.23;8.65;0.69;0.71;0.72;6.42;2.40;3.03;14.92;3646833.44;104.80;1.09;;;;;0.00;;1
AFOF11;Títulos e Val Mob;91.60;768;1.08;1.18;3.57;7.22;13.48;1.19;1.20;1.12;10.43;0.00;1.18;12.90;68114246.62;98.55;0.93;;;;;;;0
BTAL11;Outros;95.90;11803;0.83;0.83;2.52;5.10;10.21;0.84;0.85;0.85;7.61;0.15;0.98;14.64;63623558.30;106.35;0.90;;;;;;;7
MORC11;Títulos e Val Mob;93.41;4223;1.10;1.17;3.80;8.20;14.76;1.27;1.37;1.23;12.26;-0.15;1.02;6.20;126328211.41;97.78;0.96;1.12;-0.90;0.22;1.84;;;0
CNES11;Lajes Corporativas;30.55;1046;0.11;0.35;0.96;1.80;3.65;0.32;0.30;0.30;2.58;-1.82;-1.47;-1.70;257335344.05;87.25;0.35;;;;;56.70;;1
EDGA11;Lajes Corporativas;17.85;983;0.10;0.58;1.44;3.80;7.27;0.48;0.63;0.61;5.97;-7.65;-7.11;-12.55;252184157.67;66.15;0.27;0.16;-0.02;0.14;0.51;48.81;;1
RBHG11;Títulos e Val Mob;87.14;3096;1.15;1.31;4.05;8.65;16.48;1.35;1.44;1.37;13.49;-0.98;0.31;13.21;16169672.19;93.23;0.93;1.23;-1.91;-0.70;9.48;;;0
CXTL11;Logística;370.00;51;1.39;0.35;0.76;1.47;3.78;0.25;0.25;0.32;1.02;3.10;3.46;-2.22;37512723.38;699.90;0.53;0.20;4.22;4.43;0.17;61.00;;3
MFAI11;Híbrido;63.25;272;0.71;1.04;3.12;5.37;12.46;1.04;0.90;1.04;10.23;2.72;3.79;0.83;24445991.28;77.34;0.82;0.92;-2.51;-1.62;2.20;;;0
MALL11;Shoppings;103.32;28320;0.78;0.71;2.15;4.32;8.64;0.72;0.72;0.72;7.22;2.18;2.90;22.65;802686674.37;106.17;0.97;0.73;-1.69;-0.97;1.61;4.00;;8
PVBI11;Lajes Corporativas;91.96;23330;0.57;0.59;1.77;3.56;7.32;0.59;0.59;0.61;4.81;0.00;0.59;17.07;994573877.89;99.07;0.93;0.58;0.01;0.58;2.85;0.10;;4
VILG11;Logística;99.81;21339;0.72;0.66;1.99;4.21;8.37;0.66;0.70;0.70;6.98;1.24;1.91;14.42;1709654647.40;114.00;0.88;0.63;0.03;0.66;6.47;0.00;;16
FPAB11;Lajes Corporativas;184.00;32;1.65;0.82;2.34;4.71;8.80;0.78;0.78;0.73;7.47;-3.39;-2.60;-1.61;307820623.86;410.43;0.45;0.40;0.00;0.40;4.11;33.79;;1
MFII11;Híbrido;95.14;2856;1.11;1.12;3.38;6.83;13.49;1.13;1.14;1.12;11.19;2.31;3.46;0.09;418570981.13;100.94;0.94;1.10;-0.63;0.47;3.28;;;9
RZAG11;Títulos e Val Mob;9.97;408370;0.13;1.25;4.00;7.88;0.00;1.33;1.31;0.00;12.37;3.28;4.57;19.63;65031700.88;9.56;1.04;1.36;0.26;1.63;12.47;;;0
VRTA11;Títulos e Val Mob;92.77;21955;1.00;1.04;3.28;6.91;13.92;1.09;1.15;1.16;11.56;2.33;3.40;2.62;1274181579.71;94.13;0.99;1.06;0.43;1.50;10.41;;;0
XPCA11;Títulos e Val Mob;9.98;128890;0.14;1.37;4.00;8.13;0.00;1.33;1.36;0.00;13.07;0.00;1.37;20.82;203824165.66;9.49;1.05;1.48;-0.14;1.34;12.47;;;0
EVBI11;Híbrido;97.75;580;0.75;0.76;2.28;4.58;9.30;0.76;0.76;0.77;6.20;0.00;0.76;13.21;14174315.71;100.93;0.97;0.74;0.45;1.20;7.66;0.00;;4
VGHF11;Títulos e Val Mob;9.04;324113;0.09;0.95;3.08;7.01;16.07;1.03;1.17;1.34;12.76;-2.16;-1.23;5.03;683683787.87;9.38;0.96;0.96;0.44;1.40;13.19;;;0
BLCP11;Outros;91.00;123;0.56;0.62;1.72;3.46;6.64;0.57;0.58;0.55;5.31;-0.54;0.08;19.93;256580339.90;111.74;0.81;0.50;-0.02;0.49;15.81;6.20;;2
FLRP11;Shoppings;1575.00;13;9.83;0.64;1.93;4.36;8.42;0.64;0.73;0.70;6.67;0.00;0.64;35.98;11275844.56;1728.57;0.91;0.57;0.06;0.63;3.95;2.01;;1
XPPR11;Outros;38.47;11975;0.30;0.72;2.05;4.31;9.09;0.68;0.72;0.76;7.35;0.00;0.72;-30.47;546735173.05;74.73;0.51;0.40;-1.21;-0.82;-4.08;46.00;0.00;4
ABCP11;Shoppings;71.06;502;0.55;0.73;2.15;4.52;9.44;0.72;0.75;0.79;7.70;0.00;0.73;9.36;1122584730.69;91.99;0.77;0.60;0.07;0.67;6.61;7.50;;1
BARI11;Títulos e Val Mob;92.00;12217;1.00;1.05;3.17;7.49;14.42;1.06;1.25;1.20;11.94;0.00;1.05;1.97;464971328.57;100.33;0.92;1.00;-0.61;0.38;7.97;;;0
JGPX11;Híbrido;96.85;630;1.12;1.15;3.60;7.03;0.00;1.20;1.17;0.00;11.70;0.00;1.15;12.46;8139249.67;95.97;1.01;1.17;0.08;1.25;10.88;;;0
QAGR11;Outros;46.00;5920;0.41;0.86;2.60;5.11;9.74;0.87;0.85;0.81;6.67;0.00;0.86;1.28;281721999.70;55.90;0.82;0.73;0.10;0.84;-2.31;;;12
HAAA11;Lajes Corporativas;87.75;1;0.54;0.63;1.87;3.71;7.12;0.62;0.62;0.59;5.98;0.00;0.63;-4.71;31285354.54;90.33;0.97;0.60;0.13;0.73;1.12;17.00;;1
ITIP11;Títulos e Val Mob;80.65;368;0.76;0.94;3.17;6.90;14.01;1.06;1.15;1.17;11.65;0.00;0.94;11.15;62346732.01;83.33;0.97;0.91;-0.16;0.75;4.68;;;0
RBHY11;Títulos e Val Mob;94.40;1797;1.26;1.30;4.06;8.54;17.01;1.35;1.42;1.42;13.48;0.00;1.30;8.09;180393192.28;95.27;0.99;1.32;-1.08;0.23;12.06;;;0
PATL11;Híbrido;75.74;9037;0.58;0.73;2.19;4.49;9.18;0.73;0.75;0.77;7.52;0.00;0.73;13.73;489688100.82;98.10;0.77;0.59;0.01;0.60;6.22;0.00;0.00;4
CXCE11B;Outros;40.63;669;0.46;1.08;2.91;5.65;10.84;0.97;0.94;0.90;9.11;0.00;1.08;2.36;11130391.29;64.82;0.63;0.71;-0.59;0.11;-1.34;0.00;;1
HGBS11;Shoppings;189.92;8225;1.35;0.65;1.90;4.12;8.05;0.63;0.69;0.67;6.81;0.00;0.65;33.30;218346286.61;218.35;0.87;0.62;-0.01;0.61;7.55;6.50;;17
BBGO11;Títulos e Val Mob;84.46;3609;1.00;1.18;2.98;5.57;0.00;0.99;0.93;0.00;7.22;0.00;1.18;4.16;392249829.74;97.94;0.86;1.02;-0.09;0.93;8.10;;;0
FIIB11;Híbrido;460.02;709;3.70;0.76;2.28;4.57;8.97;0.76;0.76;0.75;5.99;0.00;0.76;10.77;312437587.98;456.11;1.01;0.81;-0.06;0.75;6.83;6.28;;1
GALG11;Híbrido;9.31;522864;0.08;0.86;2.55;5.13;10.20;0.85;0.86;0.85;9.39;0.00;0.86;-98.91;584291907.19;10.16;0.92;0.81;0.19;1.00;-89.34;0.00;0.00;6
VJFD11;Híbrido;96.00;1745;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.72;0.76;0.04;0.80;1.61;;;0
VJFD11;Híbrido;96.26;5104;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.72;0.76;0.04;0.80;1.61;;;0
VJFD11;Híbrido;96.30;7905;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.73;0.76;0.04;0.80;1.61;;;0
VJFD11;Híbrido;96.35;6155;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.73;0.76;0.04;0.80;1.61;;;0
VJFD11;Híbrido;96.25;4742;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.72;0.76;0.04;0.80;1.61;;;0
VJFD11;Híbrido;96.25;3924;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.72;0.76;0.04;0.80;1.61;;;0
VJFD11;Híbrido;96.33;2746;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.73;0.76;0.04;0.80;1.61;;;0
VJFD11;Híbrido;96.32;5410;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;647504605.91;132.79;0.73;0.76;0.04;0.80;1.61;;;0
FVPQ11;Shoppings;108.51;292;0.57;0.49;1.75;3.67;7.82;0.58;0.61;0.65;6.57;0.00;0.49;21.97;556259429.91;198.65;0.55;0.29;0.18;0.47;4.12;5.50;;1
NVHO11;Hospital;10.10;75;0.08;0.80;2.31;4.34;7.75;0.77;0.72;0.65;5.21;5.32;6.16;6.53;52913250.25;12.75;0.79;0.66;0.10;0.76;5.61;;;1
RNDP11;Títulos e Val Mob;159.99;71;2.14;0.84;2.51;5.63;10.46;0.84;0.94;0.87;9.13;-2.21;-1.39;-53.22;34519994.07;321.17;0.50;0.67;-0.57;0.09;-48.64;;;0
HCHG11;Outros;86.00;9;1.00;1.13;3.48;6.68;12.25;1.16;1.11;1.02;10.51;3.47;4.63;11.52;120541835.89;100.45;0.86;1.00;-1.93;-0.96;12.47;;;0
KNRI11;Híbrido;140.34;21516;0.91;0.63;1.82;3.76;7.41;0.61;0.63;0.62;6.19;-3.74;-3.14;16.78;3871638686.32;160.27;0.88;0.57;0.11;0.68;7.35;2.00;6.72;20
SPTW11;Lajes Corporativas;40.91;2173;0.40;0.92;2.77;5.58;10.88;0.92;0.93;0.91;9.17;1.07;2.00;5.09;95530136.48;53.13;0.77;0.75;0.13;0.89;7.78;0.00;;1
PLOG11;Logística;76.00;642;0.75;0.94;2.84;6.06;12.27;0.95;1.01;1.02;10.30;1.00;1.96;17.51;75314540.46;100.42;0.76;0.75;0.04;0.79;7.99;20.40;;1
VIUR11;Títulos e Val Mob;7.84;48400;0.07;0.91;2.65;5.63;11.34;0.88;0.94;0.94;9.49;-2.34;-1.45;-88.52;256568105.47;9.52;0.82;0.76;0.27;1.03;-89.38;0.00;;6
RBRD11;Híbrido;36.98;803;0.30;0.76;2.22;4.85;10.05;0.74;0.81;0.84;9.22;-3.30;-2.56;0.06;126635437.89;68.39;0.54;0.44;-0.53;-0.10;0.34;15.52;;4
LUGG11;Residencial;75.02;662;0.52;0.67;2.03;4.10;8.10;0.68;0.68;0.67;6.84;-1.89;-1.23;-4.74;11500530.01;127.78;0.59;0.41;-0.10;0.31;6.87;2.40;;4
SADI11;Títulos e Val Mob;90.40;5332;1.05;1.16;3.51;6.97;12.37;1.17;1.16;1.03;10.83;-0.28;0.88;11.71;318287669.07;100.08;0.90;1.05;0.15;1.20;9.73;;;0
TGAR11;Outros;122.12;28456;1.55;1.25;3.78;7.74;14.16;1.26;1.29;1.18;12.09;-1.01;0.22;14.09;132280951.32;116.96;1.04;1.33;-1.87;-0.57;-0.27;;;0
HBRH11;Híbrido;94.08;173;0.61;0.64;2.04;4.39;10.50;0.68;0.73;0.87;7.89;0.81;1.45;14.72;313750423.60;113.18;0.83;0.54;0.01;0.55;6.80;;;3
HLOG11;Logística;87.15;1075;0.65;0.69;2.03;4.27;8.42;0.68;0.71;0.70;7.10;-3.50;-2.84;8.25;472300435.89;111.13;0.78;0.58;0.03;0.61;4.59;58.00;0.00;3
RBCO11;Lajes Corporativas;44.00;2717;0.20;0.45;1.50;4.23;8.64;0.50;0.70;0.72;7.12;5.64;6.12;-15.03;340942316.64;90.22;0.49;0.22;1.03;1.25;-7.08;46.00;50.00;4
VOTS11;Títulos e Val Mob;83.47;116;0.77;0.92;2.94;7.15;14.02;0.98;1.19;1.17;12.25;-3.35;-2.47;12.65;78573550.61;94.91;0.88;0.81;0.55;1.37;8.57;;;0
