CODIGO_DO_FUNDO;SETOR;PRECO_ATUAL;LIQUIDEZ_DIARIA;DIVIDENDO;DIVIDEND_YIELD;DY_(3M)_ACUMULADO;DY_(6M)_ACUMULADO;DY_(12M)_ACUMULADO;DY_(3M)_MEDIA;DY_(6M)_MEDIA;DY_(12M)_MEDIA;DY_ANO;VARIACAO_PRECO;RENTAB._PERIODO;RENTAB._ACUMULADA;PATRIMONIO_LIQ.;VPA;P/VPA;DY_PATRIMONIAL;VARIACAO_PATRIMONIAL;RENTAB._PATR._NO_PERIODO;RENTAB._PATR._ACUMULADA;VACANCIA_FISICA;VACANCIA_FINANCEIRA;QUANTIDADE_ATIVOS
BCIA11;Títulos e Val Mob;86.39;4478;0.76;0.83;2.47;5.13;9.88;0.82;0.86;0.82;8.34;0.00;0.83;15.16;398766701.50;107.22;0.81;0.71;-1.12;-0.42;10.10;;;0
CBOP11;Lajes Corporativas;56.39;328;0.49;0.87;2.55;5.82;13.82;0.85;0.97;1.15;8.89;0.00;0.87;-15.33;10759741.15;75.66;0.75;0.65;-0.54;0.11;-11.19;33.59;30.79;1
GESE11B;Outros;1520.00;300;13.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;91931349.49;1767.91;0.86;0.77;0.02;0.80;1.60;;;0
EURO11;Logística;228.01;307;1.83;0.81;2.27;4.68;9.68;0.76;0.78;0.81;8.03;0.00;0.81;21.78;120125755.03;312.88;0.73;0.58;0.11;0.69;6.02;0.00;;6
CXRI11;Híbrido;68.48;566;0.55;0.79;2.37;5.12;9.72;0.79;0.85;0.81;8.25;0.00;0.79;9.05;139445989.22;88.49;0.77;0.62;-1.25;-0.64;10.56;;;0
KNSC11;Títulos e Val Mob;85.25;40352;0.52;0.59;1.97;5.56;13.11;0.66;0.93;1.09;10.23;0.00;0.59;-1.42;1189926884.16;89.63;0.95;0.58;0.47;1.06;10.30;;;0
RBFF11;Títulos e Val Mob;54.00;4558;0.51;0.92;2.66;5.51;10.85;0.89;0.92;0.90;9.12;0.00;0.92;9.90;252391278.97;67.32;0.80;0.76;-0.80;-0.04;11.09;;;0
FIGS11;Shoppings;51.32;7711;0.38;0.70;2.01;4.34;8.38;0.67;0.72;0.70;7.10;0.00;0.70;5.80;28439163.45;99.79;0.51;0.38;0.18;0.56;3.98;13.70;;2
GGRC11;Logística;116.50;10832;1.08;0.88;2.47;5.00;9.67;0.82;0.83;0.81;8.20;0.00;0.88;14.01;967982208.71;124.77;0.93;0.87;-0.17;0.70;1.38;0.00;0.00;20
SDIL11;Logística;92.53;13336;0.79;0.83;2.43;4.99;10.11;0.81;0.83;0.84;8.39;0.00;0.83;19.71;630195155.94;98.54;0.94;0.80;-0.17;0.63;9.19;2.60;;5
PQAG11;Logística;54.85;96;0.44;0.81;2.31;4.49;8.53;0.77;0.75;0.71;7.25;0.00;0.81;3.69;801554848.10;57.29;0.96;0.77;-0.02;0.75;8.24;0.00;;1
VCJR11;Títulos e Val Mob;93.00;13623;0.25;0.27;1.20;5.34;13.46;0.40;0.89;1.12;10.38;0.00;0.27;5.21;1407639723.83;95.60;0.97;0.26;1.20;1.47;12.68;;;0
WPLZ11;Shoppings;79.48;10;0.50;0.63;1.91;3.55;6.20;0.64;0.59;0.52;5.13;0.00;0.63;17.37;10568856.59;102.93;0.77;0.49;0.03;0.52;4.02;11.00;;1
HGCR11;Títulos e Val Mob;102.38;22862;1.20;1.19;3.53;7.02;13.30;1.18;1.17;1.11;12.12;0.00;1.19;2.89;1493415204.57;101.82;1.01;1.18;-0.16;1.02;10.71;;;0
HGPO11;Lajes Corporativas;258.00;483;1.60;0.62;1.85;3.49;6.72;0.62;0.58;0.56;5.56;0.00;0.62;4.95;46965381.85;267.91;0.96;0.60;-0.05;0.54;4.81;4.99;2.72;2
HGRU11;Híbrido;122.00;26739;0.82;0.65;1.95;4.61;8.72;0.65;0.77;0.73;8.08;0.00;0.65;25.03;219485588.36;119.24;1.02;0.69;0.29;0.98;7.07;0.00;0.00;17
HSML11;Shoppings;85.27;31195;0.68;0.76;2.26;4.70;9.06;0.75;0.78;0.76;7.68;0.00;0.76;26.52;1539577351.43;97.56;0.87;0.70;-0.52;0.17;3.74;4.50;;6
EDFO11B;Lajes Corporativas;202.90;5;1.82;0.92;2.62;5.06;9.31;0.87;0.84;0.78;7.83;0.00;0.92;-0.43;4531743.18;192.02;1.06;0.92;-0.97;-0.06;6.02;7.10;;1
XPCI11;Outros;83.20;39325;0.67;0.77;2.78;6.27;12.97;0.93;1.05;1.08;10.95;0.00;0.77;-0.18;83181437.44;95.51;0.87;0.70;-1.59;-0.89;11.61;;;0
PORD11;Títulos e Val Mob;90.20;10297;0.90;0.95;3.29;7.80;15.70;1.10;1.30;1.31;14.58;0.00;0.95;16.29;365159647.16;97.94;0.92;1.12;-0.05;1.07;7.60;;;0
BLMO11;Lajes Corporativas;2000.00;40;26.02;0.13;0.45;0.70;0.00;0.15;0.12;0.00;0.86;0.00;0.13;-22.41;111755359.35;29432.54;0.68;0.11;-0.08;0.04;12.89;0.00;;1
MXRF11;Híbrido;10.10;548285;0.10;0.98;3.02;6.39;12.26;1.01;1.07;1.02;10.56;0.00;0.98;24.62;2305298861.59;10.20;0.99;1.03;0.58;1.61;4.89;;;0
KNCA11;Títulos e Val Mob;106.18;7806;1.45;1.33;3.98;7.61;0.00;1.33;1.27;0.00;10.83;0.00;1.33;9.90;827704658.59;102.19;1.04;1.42;0.07;1.49;11.27;;;0
KISU11;Títulos e Val Mob;8.30;123058;0.08;0.90;2.65;5.85;10.86;0.88;0.97;0.90;9.20;0.00;0.90;12.14;414610309.11;9.38;0.88;0.80;-0.19;0.60;7.15;;;0
SARE11;Híbrido;69.40;19179;0.64;0.83;2.49;5.29;10.66;0.83;0.88;0.89;8.73;0.00;0.83;16.29;902700885.02;97.75;0.71;0.65;-0.29;0.36;5.13;6.20;;3
CXCO11;Lajes Corporativas;74.24;1586;0.72;0.94;2.77;5.66;10.82;0.92;0.94;0.90;9.11;0.00;0.94;3.64;37914241.70;96.58;0.77;0.75;0.04;0.79;7.99;;;0
XPSF11;Outros;7.16;155486;0.08;1.02;2.97;5.90;11.35;0.99;0.98;0.95;9.52;0.00;1.02;-89.51;387866121.99;8.96;0.80;0.85;0.01;0.86;-89.08;;;0
HREC11;Títulos e Val Mob;89.91;564;0.90;1.00;2.70;6.60;12.57;0.90;1.10;1.05;10.47;0.00;1.00;4.23;470810658.96;91.30;0.98;0.99;0.09;1.08;10.70;;;0
VCRI11;;9.09;17184;0.12;1.33;3.98;8.82;0.00;1.33;1.47;0.00;8.82;0.00;1.33;3.97;172325473.01;9.70;0.94;1.24;0.14;1.38;1.78;;;0
HGFF11;Títulos e Val Mob;76.40;4233;0.65;0.80;2.41;5.04;9.89;0.80;0.84;0.82;8.29;0.00;0.80;15.60;264976875.42;92.53;0.83;0.70;-0.12;0.58;9.82;;;0
AIEC11;Lajes Corporativas;72.00;6180;0.74;1.00;2.90;5.82;11.66;0.97;0.97;0.97;9.95;0.00;1.00;4.22;493650132.26;102.31;0.70;0.72;0.89;1.62;8.34;0.00;;2
RMAI11;Lajes Corporativas;48.00;2001;0.26;0.58;1.77;4.06;7.28;0.59;0.68;0.61;7.28;0.00;0.58;20.97;264169959.37;108.10;0.44;0.24;0.01;0.25;1.96;23.44;;1
CYCR11;Títulos e Val Mob;8.36;80222;0.10;1.19;3.45;6.95;0.00;1.15;1.16;0.00;11.75;0.00;1.19;-90.61;156316239.66;95.73;0.09;0.10;0.01;0.11;6.79;;;0
MXRF11;Híbrido;10.10;548285;0.11;1.02;3.07;6.44;12.30;1.02;1.07;1.03;10.60;0.49;1.52;25.29;2305298861.59;10.20;0.99;1.03;0.58;1.61;4.89;;;0
RCRB11;Lajes Corporativas;129.83;1720;0.76;0.56;1.56;3.27;6.15;0.52;0.55;0.51;5.47;-8.17;-7.66;23.80;727486756.01;197.11;0.66;0.39;-0.02;0.36;3.62;28.40;;10
ONEF11;Lajes Corporativas;170.00;82;0.92;0.54;1.62;3.35;6.90;0.54;0.56;0.57;6.35;-0.87;-0.34;40.71;159401959.93;174.97;0.97;0.53;0.02;0.55;4.88;0.00;;1
MBRF11;Outros;679.00;438;10.00;1.47;4.42;9.59;17.77;1.47;1.60;1.48;16.27;0.00;1.47;15.18;115491134.72;1136.01;0.60;0.88;-0.17;0.71;10.03;0.00;;2
DCRA11;;9.14;86258;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
LSAG11;;113.86;297;1.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
ERPA11;;125.00;930;0.68;0.55;1.65;2.08;0.00;0.55;0.35;0.00;2.32;0.00;0.55;2.46;58206319.32;116.20;1.08;0.58;0.00;0.59;3.14;;;0
FGAA11;;9.93;139059;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
FLMA11;Híbrido;123.98;616;0.95;0.76;2.11;4.34;7.88;0.70;0.72;0.66;6.84;-5.26;-4.54;13.59;21720899.00;157.19;0.79;0.60;0.02;0.62;5.75;11.00;;2
BLMR11;Títulos e Val Mob;7.02;61259;0.08;0.99;2.96;6.10;12.02;0.99;1.02;1.00;10.08;0.27;1.26;4.33;215896183.24;8.45;0.83;0.89;-0.42;0.47;8.31;;;0
BREV11;Híbrido;120.00;1;0.77;0.64;1.79;3.61;7.12;0.60;0.60;0.59;5.96;13.70;14.43;33.36;106685234.41;110.30;1.09;0.70;-0.14;0.56;6.00;0.00;;12
SCPF11;Shoppings;5.63;309;0.01;0.23;0.67;1.68;3.44;0.22;0.28;0.29;2.84;0.99;1.22;-20.94;52805152.64;12.57;0.45;0.11;0.17;0.28;2.11;29.30;;1
VCRA11;Títulos e Valores Mobiliários;106.00;2231;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;20193976.91;102.38;1.04;1.47;0.00;1.47;1.47;;;0
AGRX11;;10.24;2726;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
HGAG11;;103.58;1;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
OIAG11;;10.19;964;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
PLCA11;;92.57;1215;1.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
RURA11;;10.22;185289;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
DRIT11B;Lajes Corporativas;99.99;16;0.67;0.74;2.15;3.68;0.00;0.72;0.61;0.00;3.40;-5.27;-4.57;-2.01;58325173.79;125.90;0.79;0.53;-0.21;0.32;2.03;10.47;;6
GCRA11;Híbrido;99.74;1222;1.20;1.20;3.59;7.78;0.00;1.20;1.30;0.00;11.73;0.49;1.70;7.71;171582258.95;98.00;1.02;1.22;0.11;1.33;12.74;;;0
BIME11;;7.95;3209;0.04;0.47;2.74;7.67;0.00;0.91;1.28;0.00;12.61;-6.00;-5.56;-0.94;53134954.35;9.09;0.87;0.88;-0.68;0.20;5.92;;;0
FISC11;Lajes Corporativas;165.00;200;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;197266687.70;116.04;1.42;0.21;0.11;0.31;0.82;;;0
FATN11;Híbrido;94.29;116;0.90;0.95;2.76;5.37;10.04;0.92;0.90;0.84;8.55;-0.68;0.26;0.63;112503382.16;101.03;0.93;0.89;-0.09;0.80;5.78;4.30;;7
NCHB11;Títulos e Val Mob;91.22;3746;1.25;1.32;4.12;8.60;15.06;1.37;1.43;1.25;12.91;0.69;2.02;9.35;145949652.56;91.11;1.00;1.43;0.21;1.64;1.71;;;0
SNAG11;;100.04;16277;1.20;1.18;0.00;0.00;0.00;0.00;0.00;0.00;2.37;0.39;1.57;2.78;151912404.87;101.27;0.99;1.18;0.24;1.43;3.27;;;0
JRDM11;Shoppings;82.00;722;0.47;0.57;2.05;3.78;8.34;0.68;0.63;0.70;4.95;0.00;0.57;21.94;220495677.46;87.40;0.94;0.54;0.03;0.57;3.44;2.77;;1
RBRL11;Logística;84.10;4521;0.65;0.73;2.11;4.41;9.05;0.70;0.74;0.75;7.24;-3.97;-3.27;4.85;717273399.80;107.26;0.78;0.61;-0.15;0.45;6.83;0.00;0.00;6
CVBI11;Títulos e Val Mob;90.00;39841;0.66;0.73;2.25;6.05;13.02;0.75;1.01;1.09;10.82;-0.87;-0.15;-0.54;142724455.64;94.71;0.95;0.70;0.89;1.59;5.56;;;0
BRCR11;Híbrido;59.50;35600;0.47;0.71;2.19;4.42;8.70;0.73;0.74;0.72;5.86;0.00;0.71;9.51;2674906709.91;100.42;0.59;0.47;-0.54;-0.07;-2.53;21.00;25.80;15
BMLC11;Lajes Corporativas;106.70;647;0.78;0.74;2.21;4.53;9.15;0.74;0.75;0.76;7.32;4.07;4.84;24.31;10909776.98;109.18;0.98;0.67;-0.05;0.62;2.58;7.00;;2
SEQR11;Outros;63.69;2470;0.67;1.00;3.01;6.08;11.43;1.00;1.01;0.95;9.73;1.15;2.16;1.65;154515912.65;96.06;0.66;0.69;0.09;0.78;6.92;0.00;;0
DVFF11;Híbrido;72.07;1311;0.70;0.95;2.83;6.19;11.55;0.94;1.03;0.96;9.86;-1.65;-0.72;-7.38;10511501.59;95.38;0.76;0.73;-0.30;0.43;12.27;;;0
RECR11;Títulos e Val Mob;85.26;59367;0.44;0.50;2.01;5.90;13.61;0.67;0.98;1.13;10.96;-1.80;-1.31;-3.59;2520729187.28;95.33;0.89;0.46;-0.03;0.43;11.86;;;0
HCTR11;Outros;98.42;79606;1.10;1.09;3.17;7.14;14.96;1.06;1.19;1.25;12.39;-1.66;-0.59;-8.77;2684538725.13;121.56;0.81;0.90;-0.08;0.83;15.96;;;0
RECT11;Híbrido;55.87;13175;0.50;0.87;2.48;5.05;9.71;0.83;0.84;0.81;8.10;-5.69;-4.87;-10.62;815391397.88;95.44;0.59;0.53;0.00;0.52;2.96;15.10;;8
BTCR11;Títulos e Val Mob;87.80;7866;0.90;1.00;2.93;6.64;13.56;0.98;1.11;1.13;11.59;-6.19;-5.26;9.82;45533835.52;94.66;0.93;0.95;-0.24;0.71;2.98;;;0
CEOC11;Lajes Corporativas;57.01;414;0.50;0.84;2.48;4.95;9.79;0.83;0.83;0.82;8.23;-1.96;-1.13;12.49;163105846.62;89.83;0.63;0.56;-0.08;0.47;2.62;0.00;;1
BLCA11;Lajes Corporativas;89.90;1;0.56;0.62;1.79;3.34;0.00;0.60;0.56;0.00;4.37;0.00;0.62;-2.48;143272831.76;89.55;1.00;0.63;0.51;1.14;-12.73;0.00;;1
TORD11;Outros;7.82;53220;0.07;0.88;3.67;6.54;11.30;1.22;1.09;0.94;8.89;-2.08;-1.22;-16.18;495931112.91;14.15;0.55;0.49;0.35;0.85;12.76;;;0
MGFF11;Títulos e Val Mob;60.25;40385;0.53;0.82;2.48;5.26;10.57;0.83;0.88;0.88;8.93;-1.40;-0.59;12.25;698300597.86;77.16;0.78;0.69;-0.92;-0.24;2.59;;;0
BLMG11;Logística;76.09;5497;0.80;0.95;2.79;5.83;11.37;0.93;0.97;0.95;9.46;-6.10;-5.21;-1.92;357215100.57;93.74;0.81;0.85;1.39;2.26;0.20;0.00;0.00;4
CPFF11;Híbrido;71.77;32279;0.62;0.83;2.46;5.07;10.16;0.82;0.85;0.85;8.64;-1.17;-0.36;14.32;440345280.92;80.80;0.89;0.77;-0.83;-0.07;8.68;;;0
BCFF11;Títulos e Val Mob;67.98;36393;0.56;0.81;2.38;4.99;9.62;0.79;0.83;0.80;8.14;-1.13;-0.33;4.36;1972331202.27;78.31;0.87;0.72;-0.10;0.61;3.46;;;0
FLCR11;Títulos e Val Mob;92.33;428;0.75;0.81;2.63;7.22;15.98;0.88;1.20;1.33;12.68;-1.38;-0.59;5.57;62818707.63;99.15;0.93;0.76;-0.45;0.30;7.69;;;0
GTLG11;;37.00;300;0.70;0.71;2.13;4.23;8.44;0.71;0.71;0.70;7.04;-0.01;0.70;6.72;672598968.17;93.77;0.39;0.75;0.35;1.10;3.05;;;0
GTLG11;;37.00;100;0.70;0.71;2.13;4.23;8.44;0.71;0.71;0.70;7.04;-0.01;0.70;6.72;672598968.17;93.77;0.39;0.75;0.35;1.10;3.05;;;0
VSLH11;Outros;8.98;70198;0.12;1.33;3.74;7.29;14.35;1.25;1.21;1.20;12.06;-0.66;0.66;4.29;31429144.87;10.52;0.85;1.14;0.23;1.37;18.55;;;0
FAED11;Outros;152.02;658;1.54;0.99;2.99;6.29;11.82;1.00;1.05;0.99;10.21;-1.87;-0.90;19.00;138819579.88;216.17;0.70;0.71;0.00;0.71;4.21;0.00;;3
CXCI11;;80.00;1972;0.83;1.04;3.02;6.11;0.00;1.01;1.02;0.00;6.91;-3.42;-2.41;-2.61;20360610.96;98.68;0.81;0.84;-0.19;0.65;6.37;;;0
RELG11;Híbrido;74.00;947;0.29;0.38;2.23;5.95;12.00;0.74;0.99;1.00;9.86;-7.03;-6.68;4.73;15872574.41;118.93;0.62;0.24;0.07;0.31;4.26;10.40;10.40;3
MAXR11;Outros;77.20;863;0.65;0.81;2.47;5.07;9.37;0.82;0.85;0.78;6.18;0.00;0.81;13.22;135256102.97;120.16;0.64;0.54;-0.04;0.50;3.71;2.80;;8
DEVA11;Títulos e Val Mob;84.45;36620;0.56;0.63;2.26;6.53;14.36;0.75;1.09;1.20;11.64;-2.12;-1.50;-3.84;1407302585.03;101.20;0.83;0.55;0.99;1.55;17.52;;;0
RBRP11;Outros;53.00;22122;0.28;0.51;2.05;4.37;8.41;0.68;0.73;0.70;7.15;-1.84;-1.34;-15.89;112880854.80;83.16;0.64;0.34;-0.37;-0.03;5.06;13.00;6.00;17
RVBI11;Títulos e Val Mob;73.60;2440;0.75;0.97;2.86;5.82;11.41;0.95;0.97;0.95;9.60;-0.69;0.27;5.06;124351592.68;86.36;0.85;0.87;-0.59;0.28;7.26;;;0
MGLG11;Logística;39.70;1096;0.32;0.78;1.95;5.59;11.78;0.65;0.93;0.98;10.24;-2.37;-1.61;-15.88;73776321.74;39.07;1.02;0.82;-0.05;0.77;-48.64;0.00;;3
FEXC11;Títulos e Val Mob;87.23;5796;0.90;1.02;3.06;6.90;13.62;1.02;1.15;1.13;11.47;1.73;2.76;11.50;560710751.65;91.87;0.95;0.98;0.69;1.68;6.33;;;0
IRDM11;Títulos e Val Mob;95.79;87407;0.79;0.80;2.85;6.66;13.43;0.95;1.11;1.12;11.03;-4.30;-3.54;0.15;34455665.04;94.56;1.01;0.90;-0.47;0.43;3.32;;;0
RBRR11;Títulos e Val Mob;87.15;62493;0.70;0.78;2.56;6.14;12.61;0.85;1.02;1.05;10.61;-3.33;-2.58;-2.45;130394693.01;96.96;0.90;0.72;1.31;2.04;4.32;;;0
CPTR11;;97.52;17277;1.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;408344526.08;98.68;0.99;1.42;0.00;1.42;1.42;;;0
CPTS11;Títulos e Val Mob;85.99;65096;0.85;0.95;3.29;6.91;13.63;1.10;1.15;1.14;11.49;-4.38;-3.47;2.60;2911469296.79;91.61;0.94;0.93;-0.24;0.68;3.13;;;0
RBRF11;Títulos e Val Mob;70.02;32076;0.63;0.88;2.46;5.16;10.12;0.82;0.86;0.84;8.47;-10.12;-9.33;7.46;1179664989.90;86.23;0.81;0.73;-0.62;0.10;4.39;;;0
RBRY11;Títulos e Val Mob;95.60;14376;1.00;1.04;3.18;7.12;14.08;1.06;1.19;1.17;11.72;-4.86;-3.87;0.99;553997377.46;99.88;0.96;1.00;0.37;1.37;2.97;;;0
VGIR11;Títulos e Val Mob;9.90;278194;0.13;1.30;3.92;7.71;14.10;1.31;1.28;1.17;12.36;1.32;2.64;-88.93;729737220.52;9.64;1.03;1.35;-0.06;1.29;-89.26;;;0
TRNT11;Lajes Corporativas;125.00;1;0.32;0.26;0.75;1.82;4.18;0.25;0.30;0.35;3.28;8.70;8.97;19.79;797165641.11;202.55;0.62;0.16;0.00;0.16;1.13;49.90;;1
GAME11;Híbrido;9.25;22868;0.10;1.08;3.18;7.49;13.33;1.06;1.25;1.11;12.29;-1.91;-0.85;-4.52;202298429.93;9.82;0.94;1.02;0.44;1.47;-98.86;;;0
MCCI11;Títulos e Val Mob;96.00;28521;1.10;1.14;3.40;6.77;12.70;1.13;1.13;1.06;10.75;0.20;1.34;5.81;1376228495.40;94.30;1.02;1.17;1.51;2.69;4.13;;;0
VGIA11;Títulos e Val Mob;10.00;485115;0.14;1.34;4.55;9.13;0.00;1.52;1.52;0.00;14.48;-0.19;1.15;13.50;695468145.75;9.52;1.05;1.47;-0.49;0.97;6.44;;;0
IBCR11;Títulos e Val Mob;85.30;1749;0.90;1.05;3.65;7.77;16.73;1.22;1.29;1.39;13.61;-3.19;-2.17;1.55;92382161.72;96.39;0.88;0.93;0.63;1.57;9.58;;;0
HCRI11;Hospital;217.52;305;2.49;1.09;2.71;5.06;9.62;0.90;0.84;0.80;2.71;0.00;1.09;-15.83;59990809.18;299.95;0.73;0.83;-0.01;0.82;2.24;0.00;;1
BRLA11;Híbrido;144.00;2;1.09;11.91;12.63;14.13;18.29;4.21;2.36;1.52;16.91;0.00;11.91;27.86;41709171.07;157.70;0.91;0.69;-0.09;0.61;-9.29;;;0
IRIM11;Híbrido;96.50;1542;0.70;0.70;2.89;7.44;15.31;0.96;1.24;1.28;12.75;-2.49;-1.80;2.21;18878142.11;97.96;0.99;1.17;-0.51;0.66;2.01;;;0
SNCI11;Títulos e Val Mob;97.65;7438;1.00;0.99;3.13;6.95;14.60;1.04;1.16;1.22;12.25;-0.40;0.59;8.89;412571771.37;98.23;0.99;1.02;0.67;1.69;8.59;;;0
MCHF11;Títulos e Val Mob;8.94;79970;0.11;1.22;3.55;7.23;13.97;1.18;1.21;1.16;11.59;-1.10;0.11;-0.07;307296102.43;9.51;0.94;1.16;0.97;2.14;0.54;;;0
GCFF11;Títulos e Val Mob;71.23;355;0.74;1.02;3.10;6.33;12.31;1.03;1.05;1.03;10.32;-0.11;0.90;0.35;29349861.75;86.68;0.82;0.85;-0.51;0.34;-0.43;;;0
MORE11;Títulos e Val Mob;67.39;7117;0.60;0.85;2.52;5.82;11.51;0.84;0.97;0.96;9.69;-5.40;-4.60;2.40;203436998.05;87.72;0.77;0.68;-0.42;0.27;1.69;;;0
MGHT11;Hotel;54.00;2247;0.65;1.09;3.22;6.91;12.57;1.07;1.15;1.05;10.73;-11.06;-10.09;-24.72;11282700.75;85.88;0.63;0.76;-0.05;0.71;-7.20;;;0
SNFF11;Títulos e Val Mob;84.97;4597;0.65;0.73;2.20;5.15;9.68;0.73;0.86;0.81;8.19;-0.45;0.28;9.35;264131204.45;93.33;0.91;0.70;-0.95;-0.26;4.72;;;0
VGIP11;Outros;86.79;24597;0.45;0.51;2.11;6.37;14.91;0.70;1.06;1.24;11.73;-0.55;-0.05;-1.69;18160778.78;91.76;0.95;0.49;0.25;0.74;8.23;;;0
GCRI11;Títulos e Val Mob;92.75;1091;1.10;1.16;3.58;7.83;15.99;1.19;1.30;1.33;13.46;0.14;1.30;9.58;11481958.74;96.42;0.96;1.14;-1.96;-0.84;0.82;;;0
NAVT11;Títulos e Val Mob;76.30;4544;0.85;1.07;3.20;6.71;12.71;1.07;1.12;1.06;11.08;-0.06;1.00;22.10;97722397.41;92.67;0.82;0.92;0.00;0.92;1.75;;;0
MGCR11;Títulos e Val Mob;82.68;4778;1.00;1.14;3.99;8.34;15.36;1.33;1.39;1.28;13.11;-0.55;0.59;12.97;130596784.55;91.82;0.90;1.25;0.75;2.01;4.16;;;0
BTLG11;Logística;99.56;33950;0.74;0.73;2.19;4.46;8.64;0.73;0.74;0.72;7.26;-0.72;0.01;6.04;1860854582.40;97.82;1.02;0.76;-0.15;0.60;1.85;;2.00;16
OURE11;Títulos e Val Mob;80.79;1002;1.05;1.29;3.86;8.08;14.81;1.29;1.35;1.23;12.21;-4.49;-3.26;6.90;101291747.02;94.04;0.86;1.12;-0.29;0.82;12.28;;;0
RECX11;Outros;70.00;261;0.80;1.10;3.22;6.14;12.34;1.07;1.02;1.03;10.08;-2.34;-1.27;-15.51;17782714.28;81.46;0.86;0.98;-0.03;0.96;-2.70;;;0
OUFF11;Títulos e Val Mob;65.30;3741;0.70;1.04;3.21;6.68;12.73;1.07;1.11;1.06;10.90;-5.58;-4.60;14.65;145731104.29;80.32;0.81;0.87;-0.99;-0.13;10.38;;;0
AFHI11;Títulos e Val Mob;93.10;15262;0.95;0.99;3.21;7.29;15.06;1.07;1.21;1.25;12.50;-1.66;-0.69;6.06;28929478.44;95.72;0.97;0.99;0.46;1.46;4.93;;;0
ARCT11;Híbrido;91.07;16361;0.77;0.83;2.52;6.31;15.90;0.84;1.05;1.33;12.63;-6.90;-6.13;-4.64;37029091.16;99.86;0.91;0.78;-0.16;0.62;4.79;;;4
BLMC11;Outros;82.10;6;0.70;0.85;3.05;7.03;14.03;1.02;1.17;1.17;11.69;-4.40;-3.59;-6.11;39222335.81;98.18;0.84;0.71;-0.03;0.68;3.86;;;0
RZAK11;Títulos e Val Mob;96.40;26170;1.40;1.46;4.57;9.60;18.11;1.52;1.60;1.51;15.40;-4.39;-2.99;17.07;318162461.02;93.49;1.03;1.55;0.89;2.45;5.56;;;0
MCHY11;Títulos e Val Mob;104.50;142;1.40;1.34;3.95;7.77;14.80;1.32;1.29;1.23;12.62;-3.93;-2.64;6.73;371685434.52;103.54;1.01;1.35;0.36;1.72;9.51;;;0
NCRA11;;89.98;4864;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;;;;;;;;;0
XPIN11;Outros;76.75;5245;0.64;0.83;2.35;4.85;9.19;0.78;0.81;0.77;7.82;-9.16;-8.40;-3.19;752613733.16;105.25;0.73;0.61;0.52;1.13;1.52;17.30;12.00;5
MATV11;Títulos e Val Mob;86.50;15;0.60;0.69;2.94;6.74;12.86;0.98;1.12;1.07;11.65;-7.48;-6.83;-0.89;39761417.10;93.34;0.93;0.64;-0.09;0.55;-0.33;;;0
